hour_of_year,2019,2020,2021,2022,2023,2024,2025
5004,0,0,0,0,0.000294315620801574,0,0
5005,0,0,0,0,0.00251803364463569,0,0
5006,0,0,0.000594352500881942,0,0.00407136608775511,0,0
5007,0,0,0.00360829486019295,0,0.0049951901197156,0,0
5008,0.000462303039642486,0,0.00458610058745034,0,0.00537398522426578,0,0
5009,0.00044452215350239,0,0.00385753945733699,0,0.00521592683531678,0,0
5010,0,0,0.00156448916361182,0,0.0037961264794129,0,0
5011,0,0,0,0,0.00174681771235008,0,0
5012,0,0,0,0,0,0,0
5013,0,0,0,0,0,0,0
5014,0,0,0,0,0,0,0
5015,0,0,0,0,0,0,0
5016,0,0,0,0,0,0,0
5017,0,0,0,0,0,0,0
5018,0,0,0,0,0,0,0
5019,0,0,0,0,0,0,0
5020,0,0,0,0,0,0,0
5021,0,0,0,0,0,0,0
5022,0,0,0,0,0,0,0
5023,0,0,0,0,0,0,0
5024,0,0,0,0,0,0,0
5025,0,0,0,0,0,0,0
5026,0,0,0,0,0,0,0
5027,0,0,0,0,0,0,0
5028,0,0,0,0,0,0,0
5029,0,0,0,0,0,0,0
5030,0.000788285952210905,0,0.00268033805236437,0,0,0,0
5031,0.00277974519990161,0,0.00488135957175944,0,0.000640408989707129,0,0
5032,0.00383474444421395,0,0.00473181281347301,0,0.00234089924322733,0,0
5033,0.00374287653249012,0,0.00388054665091952,0,0.00349908571397427,0,0
5034,0.00214259677988152,0,0.00141110787306164,0,0.0030467117042237,0,0
5035,0,0,0,0,0.00138982376489632,0,0
5036,0,0,0,0,0,0,0
5037,0,0,0,0,0,0,0
5038,0,0,0,0,0,0,0
5039,0,0,0,0,0,0,0
5040,0,0,0,0,0,0,0
5041,0,0,0,0,0,0,0
5042,0,0,0,0,0,0,0
5043,0,0,0,0,0,0,0
5044,0,0,0,0,0,0,0
5045,0,0,0,0,0,0,0
5046,0,0,0,0,0,0,0
5047,0,0,0,0,0,0,0
5048,0,0,0,0,0,0,0
5049,0,0,0,0,0,0,0
5050,0,0,0,0,0,0,0
5051,0,0,0,0,0,0,0
5052,0,0,0,0,0,0,0
5053,0,0,0,0,0,0,0
5054,0.000420814305315596,0,0.00172553951868951,0,0,0,0
5055,0.00180179646219635,0.000807404918401338,0.00389588477997454,0,0,0,0
5056,0.00225817253979214,0.00193632137616608,0.00320950350476249,0,0.00198935558504768,0,0
5057,0.0016299145628421,0.00228200671548163,0.000667208613893277,0,0.00339007992849221,0,0
5058,0,0.00160755769681704,0,0,0.00326199813055078,0,0
5059,0,0,0,0,0.00185037320855804,0,0
5060,0,0,0,0,0.000416947129468897,0,0
5061,0,0,0,0,0,0,0
5062,0,0,0,0,0,0,0
5063,0,0,0,0,0,0,0
5064,0,0,0,0,0,0,0
5065,0,0,0,0,0,0,0
5066,0,0,0,0,0,0,0
5067,0,0,0,0,0,0,0
5068,0,0,0,0,0,0,0
5069,0,0,0,0,0,0,0
5070,0,0,0,0,0,0,0
5071,0,0,0,0,0,0,0
5072,0,0,0,0,0,0,0
5073,0,0,0,0,0,0,0
5074,0,0,0,0,0,0,0
5075,0,0,0,0,0.00103828010671666,0,0
5076,0,0,0,0,0.00317751864680218,0,0
5077,0,0.00134889803732918,0,0,0.0049951901197156,0,0
5078,0,0.00352695741301662,0,0,0.00591628900703905,0,0
5079,0.00128911424515693,0.00500881135008255,0,0,0.00591083871776495,0,0
5080,0.00198849576666736,0.00521912340966614,0,0,0.00529768117442833,0,0
5081,0.00172770943661262,0.00547778306915399,0,0,0.00383700364896867,0,0
5082,0.000145210570144114,0.00388231227231302,0,0,0.00192395211375844,0,0
5083,0,0.00127879401746799,0,0,0.000329742501083245,0,0
5084,0,0,0,0,0,0,0
5085,0,0,0,0,0,0,0
5086,0,0,0,0,0,0,0
5087,0,0,0,0,0,0,0
5088,0,0,0,0,0,0,0
5089,0,0,0,0,0,0,0
5090,0,0,0,0,0,0,0
5091,0,0,0,0,0,0,0
5092,0,0,0,0,0,0,0
5093,0,0,0,0,0,0,0
5094,0,0,0,0,0,0,0
5095,0,0,0,0,0,0,0
5096,0,0,0,0,0,0,0
5097,0,0,0,0,0,0,0
5098,0,0,0,0,0,0,0
5099,0,0,0,0,0,0,0
5100,0,0,0,0,0,0,0
5101,0,0,0,0,0.00159148446803814,0,0
5102,0.00110537842170928,0,0,0.000578734416501765,0.00412586898049614,0,0
5103,0.00302867760586295,0,0,0.00121812222163254,0.00553204361321477,0,0
5104,0.00386734273547079,0,0,0.00153402528740861,0.00630325954550038,0,0
5105,0.0036213738105328,0,0,0.00126866671215671,0.00628418353304102,0,0
5106,0.00196182443745721,0,0,0,0.00461366987052838,0,0
5107,0,0,0,0,0.00248260676435402,0,0
5108,0,0,0,0,0.000798467378656122,0,0
5109,0,0,0,0,0,0,0
5110,0,0,0,0,0,0,0
5111,0,0,0,0,0,0,0
5112,0,0,0,0,0,0,0
5113,0,0,0,0,0,0,0
5114,0,0,0,0,0,0,0
5115,0,0,0,0,0,0,0
5116,0,0,0,0,0,0,0
5117,0,0,0,0,0,0,0
5118,0,0,0,0,0,0,0
5119,0,0,0,0,0,0,0
5120,0,0,0,0,0,0,0
5121,0,0,0,0,0,0,0
5122,0,0,0,0,0,0,0
5123,0,0,0,0,0,0,0
5124,0,0,0,0,0,0,0
5125,0,0,0.00108517263064251,0,0,0.00156403304250583,0
5126,0.00124466202980669,0,0.00495038115250702,0.000275467473356735,0.0019430281262178,0.00286959182166331,0
5127,0.00328057349284764,0,0.00766906452750894,0.00177158439287222,0.00378522590086469,0.00489254855623662,0
5128,0.00414590995166562,0,0.00878491341626148,0.00217088586801317,0.00454554125460209,0.00692078027577621,0
5129,0.00343763798708515,0,0.00857017960949123,0.0017387304740315,0.00484258202004071,0.00536465971071982,0
5130,0.00110834190273263,0,0.00584382716996181,0,0.00279599839761495,0.0032836781415173,0
5131,0,0,0.00182907188981088,0,0.000539578638136219,0,0
5132,0,0,0,0,0,0,0
5133,0,0,0,0,0,0,0
5134,0,0,0,0,0,0,0
5135,0,0,0,0,0,0,0
5136,0,0,0,0,0,0,0
5137,0,0,0,0,0,0,0
5138,0,0,0,0,0,0,0
5139,0,0,0,0,0,0,0
5140,0,0,0,0,0,0,0
5141,0,0,0,0,0,0,0
5142,0,0,0,0,0,0,0
5143,0,0,0,0,0,0,0
5144,0,0,0,0,0,0,0
5145,0,0,0,0,0,0,0
5146,0,0,0,0,0,0,0
5147,0,0,0,0,0,0,0
5148,0,0,0,0,0,0,0
5149,0,0,0.0012462229857202,0,0,0,0
5150,0,0,0.00567510775035661,0,0,0,0
5151,0,0.000319094159368194,0.00821356810896207,0.00218352199064422,0,0,0
5152,0,0.000643023078726814,0.0088846112551191,0.00259545958841621,0,0.000232099338516885,0
5153,0,0.000570501678870407,0.00830176235102842,0.00213297750012004,9.8105206933858e-05,0.00116840917003387,0
5154,0,0,0.00578630918600549,0,0,0.000646185658370874,0
5155,0,0,0.00216651072902127,0,0,0,0
5156,0,0,0,0,0,0,0
5157,0,0,0,0,0,0,0
5158,0,0,0,0,0,0,0
5159,0,0,0,0,0,0,0
5160,0,0,0,0,0,0,0
5161,0,0,0,0,0,0,0
5162,0,0,0,0,0,0,0
5163,0,0,0,0,0,0,0
5164,0,0,0,0,0,0,0
5165,0,0,0,0,0,0,0
5166,0,0,0,0,0,0,0
5167,0,0,0,0,0,0,0
5168,0,0,0,0,0,0,0
5169,0,0,0,0,0,0,0
5170,0,0,0,0,0,0,0
5171,0,0,0,0,0,0,0
5172,0,0,0,0,0,0,0
5173,0,0,0.00299860423025599,0,0,0,0
5174,0,0,0.00642284154178873,0,0,0,0
5175,0,0,0.00878107888399773,0,0,0,0
5176,0,0,0.00964768317560624,0,6.81286159262903e-05,0.00109983436547206,0
5177,9.18679117238273e-05,0,0.00923738822338451,0,0.000771215932285606,0.00222868114825873,0
5178,0,0,0.00682930196174671,0,3.27017356446193e-05,0.00146908331311256,0
5179,0,0,0.00321717256929,0,0,0,0
5180,0,0,0,0,0,0,0
5181,0,0,0,0,0,0,0
5182,0,0,0,0,0,0,0
5183,0,0,0,0,0,0,0
5184,0,0,0,0,0,0,0
5185,0,0,0,0,0,0,0
5186,0,0,0,0,0,0,0
5187,0,0,0,0,0,0,0
5188,0,0,0,0,0,0,0
5189,0,0,0,0,0,0,0
5190,0,0,0,0,0,0,0
5191,0,0,0,0,0,0,0
5192,0,0,0,0,0,0,0
5193,0,0,0,0,0,0,0
5194,0,0,0,0,0,0,0
5195,0,0,0,0,0,0.000843997594606855,0
5196,0,0,0,0,0,0.00164315781700022,0
5197,0.00197664184257396,0,0.00222786324524135,0,0,0.00355270237479823,0
5198,0.00459932254823806,0,0.00486218691044067,0,0,0.00525652251891082,0
5199,0.00591510812260514,0,0.00652253938064635,0.000465009312822379,0,0.00736651650542796,0
5200,0.00622331014903346,0,0.00736230194640858,0.000720258989969446,0.000452374009750568,0.00775950288541678,0
5201,0.00570766445097069,0,0.00726260410755096,0.000131415675362846,0.00140344948808158,0.00823952651734943,0
5202,0.00386141577342409,0,0.00522646747549734,0,0.00102737952816846,0.00695506767805712,0
5203,0.00124762551083004,0,0.0014571222602267,0,0,0.00454176205597814,0
5204,0,0,0,0,0,0.0022893434753711,0
5205,0,0,0,0,0,0,0
5206,0,0,0,0,0,0,0
5207,0,0,0,0,0,0,0
5208,0,0,0,0,0,0,0
5209,0,0,0,0,0,0,0
5210,0,0,0,0,0,0,0
5211,0,0,0,0,0,0,0
5212,0,0,0,0,0,0,0
5213,0,0,0,0,0,0,0
5214,0,0,0,0,0,0,0
5215,0,0,0,0,0,0,0
5216,0,0,0,0,0,0,0
5217,0,0,0,0,0,0,0.00109041344843253
5218,0,0,0,0,0,0,0.00283870967741936
5219,0,0,0,0,0,0,0.00344934120854157
5220,0,0,0,0,0,0.000849272579573148,0.00159563834620627
5221,0.00119131937138641,0,0,0,0,0.00182250730585418,2.18082689686506e-05
5222,0.00442151368683711,0,0,0,0,0.00371886440123646,0.000203543843707406
5223,0.00638333812429432,0,0,0,0,0.00589479569983226,0.00297319400272603
5224,0.00681600635370331,0,0,0,0.000463274588298774,0.00625876966250646,0.00455792821444798
5225,0.00572840881813413,0,0,0,0.00160238504658635,0.00631415700465254,0.00548114493412085
5226,0.00333095267024458,0,0,0,0.00135984717388875,0.00462352432295568,0.00470695138573376
5227,0.000708271964580475,0,0,0,0,0.00229461846033739,0.00117401181281236
5228,0,0,0,0,0,0.000780697775011341,0
5229,0,0,0,0,0,0,0
5230,0,0,0,0,0,0,0
5231,0,0,0,0,0,0,0
5232,0,0,0,0,0,0,0
5233,0,0,0,0,0,0,0
5234,0,0,0,0,0,0,0
5235,0,0,0,0,0,0,0
5236,0,0,0,0,0,0,0
5237,0,0,0,0,0,0,0
5238,0,0,0,0,0,0,0
5239,0,0,0,0,0,0,0
5240,0,0,0,0,0,0,0
5241,0,0,0,0,0,0,0.00400545206724216
5242,0,0,0,0,0,0,0.00444161744661518
5243,0,0,0,0,0,0,0.00598273512039982
5244,0,0,0,0,0,0,0.00336210813266697
5245,0,0,0,0,0,0,0.00452885052248978
5246,0,0,0,0,0,0,0.00596819627442072
5247,0.000986839180775306,0,0,0,0.00106553155308718,0.00184360724571935,0.00757473875511131
5248,0.00174845380377607,0,0,0,0.00201933217605524,0.0011815966324496,0.00874148114493412
5249,0.00136023778971731,0,0,0,0.00214741397399667,0.000651460643337167,0.00844706951385734
5250,0,0,0,0,0.000844794837486,0,0.00713130395274875
5251,0,0,0,0,0,0,0.00348205361199455
5252,0,0,0,0,0,0,0.000777828259881872
5253,0,0,0,0,0,0,0
5254,0,0,0,0,0,0,0
5255,0,0,0,0,0,0,0
5256,0,0,0,0,0,0,0
5257,0,0,0,0,0,0,0
5258,0,0,0,0,0,0,0
5259,0,0,0,0,0,0,0
5260,0,0,0,0,0,0,0
5261,0,0,0,0,0,0,0
5262,0,0,0,0,0,0,0
5263,0,0,0,0,0,0,0
5264,0,0,0,0,0,0,0
5265,0,0,0,0,0,0,0.00216265333939119
5266,0,0,0,0,0,0,0.00635711040436165
5267,0,0,0,0,0,0,0.00585552021808269
5268,0,0,0,0,0,0,0.00376919582008178
5269,0,0,0,0.000535771599556219,0,0,0.00397637437528396
5270,0,0,0,0.00271423914114802,0,0,0.00272239890958655
5271,0,0,0,0.00381105458552254,0.00150155469501544,0,0.00299500227169468
5272,0,0,0,0.0040334503438289,0.00132169514897003,0,0.00483416628805089
5273,0,0,0,0.00351789654048235,0.000752139919826245,0,0.00469604725124943
5274,0,0,0,0.00171598545329563,0,0,0.00281326669695593
5275,0,0,0,0,0,0,0
5276,0,0,0,0,0,0,0
5277,0,0,0,0,0,0,0
5278,0,0,0,0,0,0,0
5279,0,0,0,0,0,0,0
5280,0,0,0,0,0,0,0
5281,0,0,0,0,0,0,0
5282,0,0,0,0,0,0,0
5283,0,0,0,0,0,0,0
5284,0,0,0,0,0,0,0
5285,0,0,0,0,0,0,0
5286,0,0,0,0,0,0,0
5287,0,0,0,0,0,0,0
5288,0,0,0,0,0,0,0
5289,0,0,0,0,0,0,0
5290,0,0,0,0,0,0,0
5291,0,0,0,0,0,0,0
5292,0,0,0,0,0,0,0
5293,0,0,0,0.00160478757414245,0,0,0
5294,0,0,0,0.00398796030235714,0,0,0
5295,0,0,0.00127689924383024,0.00558011175386855,0.000547754072047374,0.0011420342452024,0
5296,0,0,0.00243492798748409,0.00503928570525991,0,0.00233154335510144,0
5297,0,0,0.00265349632651809,0.00451109577928232,0,0.00288541677656219,0
5298,0,0,0.000717057533322085,0.00249184338284166,0,0.000812347684809098,0
5299,0,0,0,0,0,0,0
5300,0,0,0,0,0,0,0
5301,0,0,0,0,0,0,0
5302,0,0,0,0,0,0,0
5303,0,0,0,0,0,0,0
5304,0,0,0,0,0,0,0
5305,0,0,0,0,0,0,0
5306,0,0,0,0,0,0,0
5307,0,0,0,0,0,0,0
5308,0,0,0,0,0,0,0
5309,0,0,0,0,0,0,0
5310,0,0,0,0,0,0,0
5311,0,0,0,0,0,0,0
5312,0,0,0,0,0,0,0
5313,0,0,0,0,0,0,0
5314,0,0,0,0,0,0,0
5315,0,0,0,0,0,0,0
5316,0,0,0,0.000492808782610674,0,0,0
5317,0,0,0,0.0028279642448274,0,0,0
5318,0,0,0.00239658266484654,0.00481183549790114,0,0,0
5319,0,0,0.00562142429866405,0.0057721808178604,0,0,0
5320,0,0,0.00702869763946194,0.00607039331195301,0,0.000382436410056231,0
5321,0,0,0.00659539549365768,0.00522377309567314,0,0.000387711395022524,0
5322,0,0,0.00391889197355707,0.00308068669744826,0,0,0
5323,0,0,0.000636532355783242,0.000497863231663091,0,0,0
5324,0,0,0,0,0,0,0
5325,0,0,0,0,0,0,0
5326,0,0,0,0,0,0,0
5327,0,0,0,0,0,0,0
5328,0,0,0,0,0,0,0
5329,0,0,0,0,0,0,0
5330,0,0,0,0,0,0,0
5331,0,0,0,0,0,0,0
5332,0,0,0,0,0,0,0
5333,0,0,0,0,0,0,0
5334,0,0,0,0,0,0,0
5335,0,0,0,0,0,0,0
5336,0,0,0,0,0,0,0
5337,0,0,0,0,0,0,0.000319854611540209
5338,0,0,0,0,0,0,0.00163198546115402
5339,0,0,0,0,0,0,0.00284234438891413
5340,0,0,0.000283755387517831,0,0,0,0.0016356201726488
5341,0,0,0.00345874810190653,0.00152644361382998,0,0,0.0018391640163562
5342,0,0,0.00527248186266239,0.00405114091551236,0,0,0.000923216719672876
5343,0,0,0.00593585594429192,0.00526420868809248,0,0,0.00244252612448887
5344,0,0,0.00466279123272543,0.00545627775208433,0,0,0.00367469332121763
5345,0,0,0.00203613663205362,0.00488259778463498,0,0,0.00299863698318946
5346,0,0,0,0.00239833607537194,0,0,0.000923216719672876
5347,0,0,0,0,0,0,0
5348,0,0,0,0,0,0,0
5349,0,0,0,0,0,0,0
5350,0,0,0,0,0,0,0
5351,0,0,0,0,0,0,0
5352,0,0,0,0,0,0,0
5353,0,0,0,0,0,0,0
5354,0,0,0,0,0,0,0
5355,0,0,0,0,0,0,0
5356,0,0,0,0,0,0,0
5357,0,0,0,0,0,0,0
5358,0,0,0,0,0,0,0
5359,0,0,0,0,0,0,0
5360,0,0,0,0,0,0,0
5361,0,0,0,0,0,0,0
5362,0,0,0,0,0,0,0.000479781917310314
5363,0,0,0,0,0,0.000962684756348444,0.00111222171740118
5364,0,0,0,0,0,0.00164843280196651,0
5365,0,0,0.00154915103455681,0.000101088981048343,0,0.00196756939242723,0.00018537028623353
5366,0,0,0.005153611362486,0.0022669204000091,0,0.0018462447382025,0
5367,0,0.000442380539124087,0.00802951056030185,0.00393741581183297,0,0.00290387922394421,0
5368,0,0.00141900205719038,0.00890378391643787,0.00473096431306247,0,0.00425427537531518,0.00173012267151295
5369,0,0.0012981330574297,0.00774575517278402,0.00404861369098615,0,0.0035738023146634,0.00189004997728305
5370,0,1.69216599664951e-05,0.00471647468441799,0.00173367602497909,0,0.00187261966303396,0.000476147205815538
5371,0,0,0.00113885608233508,0,0,0,0
5372,0,0,0,0,0,0,0
5373,0,0,0,0,0,0,0
5374,0,0,0,0,0,0,0
5375,0,0,0,0,0,0,0
5376,0,0,0,0,0,0,0
5377,0,0,0,0,0,0,0
5378,0,0,0,0,0,0,0
5379,0,0,0,0,0,0,0
5380,0,0,0,0,0,0,0
5381,0,0,0,0,0,0,0
5382,0,0,0,0,0,0,0
5383,0,0,0,0,0,0,0
5384,0,0,0,0,0,0,0
5385,0,0,0,0,0,0,0
5386,0,0,0,0,0,0,0
5387,0,0,0,0,0,0,0.000428895956383462
5388,0,0,0,0,0,2.63749248314642e-05,0.00111222171740118
5389,0,0,0,0,0,0,0
5390,0.000317092469498372,0.00178402643646763,0.000674877678420786,0,0,0,0
5391,0.00229077083104898,0.00344960125316979,0.00278387042348574,0.000702568418285986,0,0.00103917203835969,0.00035620172648796
5392,0.00286272266855539,0.00369133925269115,0.00332837400493888,0.000801130174808121,0,0.00145853334317997,0.00239890958655157
5393,0.00190255481699023,0.00329488893347612,0.0026189855361443,0.00107912487269106,0,0.00201504425712387,0.00215174920490686
5394,0.000174845380377607,0.00176710477650113,0,0,0,0.000609260763606824,0
5395,0,0,0,0,0,0,0
5396,0,0,0,0,0,0,0
5397,0,0,0,0,0,0,0
5398,0,0,0,0,0,0,0
5399,0,0,0,0,0,0,0
5400,0,0,0,0,0,0,0
5401,0,0,0,0,0,0,0
5402,0,0,0,0,0,0,0
5403,0,0,0,0,0,0,0
5404,0,0,0,0,0,0,0
5405,0,0,0,0,0,0,0
5406,0,0,0,0,0,0,0
5407,0,0,0,0,0,0,0
5408,0,0,0,0,0,0,0
5409,0,0,0,0,0,0,0
5410,0,0,0,0,0,0,0
5411,0,0,0,0,0,0,0
5412,0,0.00130538519741534,0,0,0,0,0
5413,0.00016002797526086,0.00457126557094889,0,0,0,0,0
5414,0.00332798918922123,0.00707325386599496,0,0,0.000964701201516271,0,0
5415,0.00563654090641031,0.00859136850298909,0,0,0.00334375246966233,0,0
5416,0.00650780432727499,0.00845599522325713,0,0.000128888450836638,0.00462729559371364,0.000996972158629348,0
5417,0.00558023476696667,0.00705149744603804,0,0.000487754333558256,0.00483440658612956,0.00172755757646091,0
5418,0.00304645849200305,0.00459785675089624,0,0,0.00362171722264159,0.000284849188179814,0
5419,0.000589732723646504,0.00169216599664951,0,0,0.0016051101912234,0,0
5420,0,0.000846082998324756,0,0,0,0,0
5421,0,0,0,0,0,0,0
5422,0,0,0,0,0,0,0
5423,0,0,0,0,0,0,0
5424,0,0,0,0,0,0,0
5425,0,0,0,0,0,0,0
5426,0,0,0,0,0,0,0
5427,0,0,0,0,0,0,0
5428,0,0,0,0,0,0,0
5429,0,0,0,0,0,0,0
5430,0,0,0,0,0,0,0
5431,0,0,0,0,0,0,0
5432,0,0,0,0,0,0,0
5433,0,0,0,0,0,0,0
5434,0,0,0,0,0,0,0
5435,0,0,0,0,0,0,0
5436,0,0.00278482175448605,0,0,0,0,0
5437,0,0.00507649798994853,0,0,0.000754865064463296,0,0
5438,0.00195293399438717,0.00621508396769413,0,0.00258282346578517,0.00355631375135235,0,0
5439,0.00428519355976304,0.00573886010863706,1.91726613187723e-05,0.00443780626802227,0.00569827743607492,0,0
5440,0.00515349349960438,0.00626101418760319,0.00239658266484654,0.00508477574673167,0.00702542287431905,0.00214691888128119,0
5441,0.00417258128087577,0.00600718928810577,0.00308679847232235,0.00464251145464517,0.00644769221126411,0.00322301581440493,0
5442,0.00163880500591214,0.0045543439109824,0.00149546758286424,0.00222901203211597,0.00507694445882715,0.00180140736598901,0
5443,0,0.00273163939459135,0,0,0.00343913253195913,0,0
5444,0,0.00160997507681225,0,0,0.00182039661755048,0,0
5445,0,0,0,0,0,0,0
5446,0,0,0,0,0,0,0
5447,0,0,0,0,0,0,0
5448,0,0,0,0,0,0,0
5449,0,0,0,0,0,0,0
5450,0,0,0,0,0,0,0
5451,0,0,0,0,0,0,0
5452,0,0,0,0,0,0,0
5453,0,0,0,0,0,0,0
5454,0,0,0,0,0,0,0
5455,0,0,0,0,0,0,0
5456,0,0,0,0,0,0,0
5457,0,0,0,0,0,0,0
5458,0,0,0,0,0,0,0
5459,0,0,0,0,0,0,0
5460,0,0,0,0,0.00225641975947873,0,0
5461,0,0.00162689673677874,0.00343957544058776,0.00192827231349715,0.00465999732935826,0,0
5462,0,0.00358013977291132,0.00684080555853797,0.00423310108139938,0.00695456911375571,0,0
5463,0,0.00467521291074308,0.00883859686795405,0.00546133220113675,0.00837709461429665,0.00134512116640468,0
5464,0.000142247089120765,0.00454950915099197,0.00904949614246054,0.00545375052755812,0.00908563221993007,0.00313334106997795,0
5465,0,0.00356563549294004,0.00734696381735356,0.00476129100737697,0.00845067351949705,0.00306476626541614,0
5466,0,0.00110474265781261,0.00405310060278847,0.00219615811327526,0.00606072167280278,0.00127654636184287,0
5467,0,0,0.0010276546466862,2.02177962096687e-05,0.00411769354658499,0,0
5468,0,0,0,0,0.00243627930552414,0,0
5469,0,0,0,0,0.000220736715601181,0,0
5470,0,0,0,0,0,0,0
5471,0,0,0,0,0,0,0
5472,0,0,0,0,0,0,0
5473,0,0,0,0,0,0,0
5474,0,0,0,0,0,0,0
5475,0,0,0,0,0,0,0
5476,0,0,0,0,0,0,0
5477,0,0,0,0,0,0,0
5478,0,0,0,0,0,0,0
5479,0,0,0,0,0,0,0
5480,0,0,0,0,0,0,0
5481,0,0,0,0,0,0,0
5482,0,0,0,0,0,0,0
5483,0,0.000186138259631446,0,0,0,0,0
5484,0,0.00284283887437118,0,0,0,0,0
5485,0,0.00550679162909655,0,0.00171345822876942,0.00206565963488512,0,0
5486,0,0.00735125256544452,0.00139576974400663,0.00407388593624823,0.00455916697778735,0,0
5487,0,0.00729323544555939,0.00322867616608126,0.00475876378285076,0.00650764539327925,0,0
5488,0,0.00719654024575085,0.00333220853720263,0.00479414492621768,0.00698454570476328,0,0
5489,0,0.00679525516654539,0.00180989922849211,0.00424320997950421,0.00675563355525094,0,0
5490,0,0.00489519449030752,0,0.00178169329097705,0.00455371668851324,0,0
5491,0,0.00283075197439511,0,0,0.0021910162881895,0,0
5492,0,0.00188797377626181,0,0,0,0,0
5493,0,0,0,0,0,0,0
5494,0,0,0,0,0,0,0
5495,0,0,0,0,0,0,0
5496,0,0,0,0,0,0,0
5497,0,0,0,0,0,0,0
5498,0,0,0,0,0,0,0
5499,0,0,0,0,0,0,0
5500,0,0,0,0,0,0,0
5501,0,0,0,0,0,0,0
5502,0,0,0,0,0,0,0
5503,0,0,0,0,0,0,0
5504,0,0,0,0,0,0,0
5505,0,0,0,0,0,0,0
5506,0,0,0,0,0,0,0
5507,0,0.00468246505072872,0,0,0,0,0
5508,0,0.00897089716223762,0,0,0,0,0
5509,0,0.0116034239770252,0,0,0,0,0
5510,0,0.0112915819576427,0,0.000181960165887018,0,0,0
5511,0,0.0109700704182793,0,0.00128888450836638,0.00183947263000984,0,0
5512,0,0.00944953840128991,0,0.00176905716834601,0.00307668829523127,0,0
5513,0,0.00751079964512862,0,0.00112966936321524,0.00314481691115756,0,0
5514,0,0.00503781991002512,0,0,0.00169776510888315,0,0
5515,0,0.00323687181359099,0,0,0,0,0
5516,0,0.00252374471500299,0,0,0,0,0
5517,0,0,0,0,0,0,0
5518,0,0,0,0,0,0,0
5519,0,0,0,0,0,0,0
5520,0,0,0,0,0,0,0
5521,0,0,0,0,0,0,0
5522,0,0,0,0,0,0,0
5523,0,0,0,0,0,0,0
5524,0,0,0,0,0,0,0
5525,0,0,0,0,0,0,0
5526,0,0,0,0,0,0,0
5527,0,0,0,0,0,0,0
5528,0,0,0,0,0,0,0
5529,0,0,0,0,0,0,0
5530,0,0.000526988838956562,0,0,0,0,0.000214447978191731
5531,0,0.00468971719071436,0,0,0,0,0.00272603362108133
5532,0,0.00838589120339594,0,0,0,0,0.00127578373466606
5533,0,0.0108056885786047,0,0,0,0,0
5534,0,0.0120119611962163,0,5.55989395765888e-05,0,0,0
5535,0,0.0120482218961445,0,0.00144809965351752,0,0.00186734467806767,0
5536,0,0.0110812698980591,0,0.00199903460023099,0,0.00336544040849484,0.00168650613357565
5537,0,0.00948579910121812,0,0.00126361226310429,0,0.0037953516832477,0.00248977737392095
5538,0,0.00668647306676078,0,0,0,0.00283794191186555,0.00144661517492049
5539,0,0.00423041499162378,0,0,0,0.000279574203213521,0
5540,0,0.00249231877506521,0,0,0,0,0
5541,0,0,0,0,0,0,0
5542,0,0,0,0,0,0,0
5543,0,0,0,0,0,0,0
5544,0,0,0,0,0,0,0
5545,0,0,0,0,0,0,0
5546,0,0,0,0,0,0,0
5547,0,0,0,0,0,0,0
5548,0,0,0,0,0,0,0
5549,0,0,0,0,0,0,0
5550,0,0,0,0,0,0,0
5551,0,0,0,0,0,0,0
5552,0,0,0,0,0,0,0
5553,0,0,0,0,0,0,0.00183189459336665
5554,0,0,0,0,0,0,0.00222807814629714
5555,0,0.00210795535582625,0,0,0,0,0.00273693775556565
5556,0,0.00593225050825414,0,0,0,0,0
5557,0,0.00873399392270669,0,0,0,0,0
5558,0,0.0104720901392653,0,0,0,0,0.00105406633348478
5559,0.000844592091654541,0.0112069736578102,0,0,0,0.00232626837013515,0.0051976374375284
5560,0.00207147323532114,0.0105566984390977,0,0,0,0.00366083956660724,0.00747660154475239
5561,0.00159138930953856,0.00881135008255353,0,0,0,0.00490573601865235,0.00686233530213539
5562,0,0.00583313792845039,0,0,0,0.00363182714929262,0.00569922762380736
5563,0,0.0031305070938016,0,0,0,0.000957409771382152,0.00239527487505679
5564,0,0.00122077689758286,0,0,0,0,0.000258064516129032
5565,0,0,0,0,0,0,0
5566,0,0,0,0,0,0,0
5567,0,0,0,0,0,0,0
5568,0,0,0,0,0,0,0
5569,0,0,0,0,0,0,0
5570,0,0,0,0,0,0,0
5571,0,0,0,0,0,0,0
5572,0,0,0,0,0,0,0
5573,0,0,0,0,0,0,0
5574,0,0,0,0,0,0,0
5575,0,0,0,0,0,0,0
5576,0,0,0,0,0,0,0
5577,0,0,0,0,0,0,0.00387096774193548
5578,0,0,0,0,0,0,0.00604089050431622
5579,0,0.00198708635606557,0,0,0,0,0.00364198091776465
5580,0,0.00537141834936459,0,0,0,0,0.0043507496592458
5581,0,0.00758332104498502,0,0,0,0,0.00609541117673785
5582,0.00181957734833645,0.00845841260325234,0,0,0,0.000962684756348444,0.00938119036801454
5583,0.00411627514143213,0.00828919600358739,0,0,0,0.00407228839397808,0.0122235347569287
5584,0.00518016482881452,0.0068846982263683,0,0,0,0.00385865150284322,0.0127796456156293
5585,0.00471786178917203,0.00536416620937895,0,0,0,0.00374260183358477,0.0121726487960018
